Company,TypeName,Inches,touchscreen,ipspanel,retinadisplay,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,Memory,hdd,ssd,flashstorage,hybrid,gpu_brand,gpu_name,OpSys,Weight_kg,Price,Price_VND
2,1,17.3,0,0,0,1920,1080,0, radeon rx 580,3.2,8,256GB SSD +  1TB HDD,1024,256,0,0,0, radeon rx 580,3,3.2,90310,26280210
10,5,15.6,0,0,0,1920,1080,1, quadro m1200,2.8,8,512GB SSD,0,512,0,0,3, quadro m1200,3,2.67,102564,29846124
2,3,15.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,1TB HDD,1024,0,0,0,2, hd graphics 500,0,2,14651,4263441
7,3,15.6,0,0,0,1920,1080,1, geforce 930mx,2.5,8,256GB SSD,0,256,0,0,3, geforce 930mx,3,2.04,47366,13783506
4,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.9,59513,17318283
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.6,8,256GB SSD,0,256,0,0,0, radeon 530,3,2.2,42486,12363426
0,3,15.6,0,0,0,1366,768,0, radeon rx 540,2.5,8,1TB HDD,1024,0,0,0,0, radeon rx 540,3,2.2,30849,8977059
0,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.5,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050,0,2.4,37776,10992816
4,1,17.3,0,1,0,1920,1080,1, geforce gtx 1070,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,4.42,143803,41846673
7,3,15.6,0,0,0,1366,768,1, hd graphics 520,2.3,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,1.88,49657,14450187
4,3,15.6,0,0,0,1920,1080,1, geforce 940mx,1.6,8,256GB SSD,0,256,0,0,3, geforce 940mx,3,2,60886,17717826
10,4,14,0,1,0,2560,1440,1, geforce gt 940mx,2.8,8,512GB SSD,0,512,0,0,3, geforce gt 940mx,3,1.7,103523,30125193
4,4,13.3,0,0,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.2,77251,22480041
11,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1050,3,2.4,68944,20062704
4,3,15.6,0,0,0,1366,768,1, hd graphics,1.6,4,500GB HDD,500,0,0,0,2, hd graphics,0,2.2,14647,4262277
12,3,14,0,0,0,1920,1080,1, hd graphics,1.4,2,32GB Flash Storage,0,0,32,0,2, hd graphics,3,1.4,12734,3705594
0,3,14,0,0,0,1366,768,1, hd graphics 405,1.6,4,128GB Flash Storage,0,0,128,0,2, hd graphics 405,3,1.6,18595,5411145
2,1,17.3,1,1,0,1920,1080,1, geforce gtx 965m,2.6,24,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 965m,3,4.33,67612,19675092
7,3,15.6,0,0,0,1920,1080,1, hd graphics 405,1.6,4,256GB SSD,0,256,0,0,2, hd graphics 405,3,1.86,21258,6186078
11,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050 ti,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050 ti,3,2.2,63499,18478209
16,3,14,1,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.25,81785,23799435
7,3,17.3,0,0,0,1600,900,1, hd graphics 520,2,8,1TB HDD,1024,0,0,0,2, hd graphics 520,3,2.65,28992,8436672
2,4,14,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.1,60473,17597643
10,3,15.6,0,1,0,3840,2160,1, quadro m2200m,3.1,32,1TB SSD,0,1024,0,0,3, quadro m2200m,3,2.5,261019,75956529
7,3,15.6,0,0,0,1920,1080,1, radeon 520,2,4,1TB HDD,1024,0,0,0,0, radeon 520,3,2.1,24988,7271508
7,0,11.6,1,0,0,1366,768,1, hd graphics 500,1.1,8,64GB Flash Storage,0,0,64,0,2, hd graphics 500,2,1.4,26374,7674834
7,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,1.86,19442,5657622
11,1,15.6,0,1,0,1920,1080,1, geforce gtx 1070,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,2.8,111835,32543985
10,0,14,1,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.7,53227,15489057
4,1,15.6,0,0,0,1920,1080,1, geforce gtx 960<u+039c>,2.6,16,1TB HDD,1024,0,0,0,3, geforce gtx 960<u+039c>,3,2.59,46834,13628694
10,4,12.5,0,1,0,1366,768,1, hd graphics 520,2.3,8,180GB SSD,0,180,0,0,2, hd graphics 520,3,1.3,58555,17039505
10,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,2.2,24935,7256085
7,3,17.3,0,0,0,1920,1080,1, geforce 930mx,2.7,8,1TB HDD,1024,0,0,0,3, geforce 930mx,3,2.63,68198,19845618
7,1,17.3,0,0,0,1920,1080,1, geforce gtx 1060,2.8,12,1TB HDD,1024,0,0,0,3, geforce gtx 1060,3,2.62,95851,27892641
16,3,15.6,0,1,0,1920,1080,1, hd graphics 620,2.5,8,500GB HDD,500,0,0,0,2, hd graphics 620,3,2,56690,16496790
9,4,15.6,0,1,0,1920,1080,1, hd graphics 620,1.8,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.09,122491,35644881
10,3,15.6,0,0,0,1920,1080,0, radeon 530,3.6,12,2TB HDD,2048,0,0,0,0, radeon 530,3,2.2,47899,13938609
0,0,13.3,1,1,0,1920,1080,1, hd graphics 520,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.6,42038,12233058
10,5,15.6,0,1,0,3840,2160,1, quadro m520m,2.8,16,1TB SSD,0,1024,0,0,3, quadro m520m,3,2.5,175771,51149361
4,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,1TB HDD,1024,0,0,0,2, hd graphics 520,0,2.18,23651,6882441
2,0,13.3,1,0,0,1920,1080,1, hd graphics 620,2.5,6,1TB HDD,1024,0,0,0,2, hd graphics 620,3,1.5,34046,9907386
0,3,15.6,0,0,0,1920,1080,0, radeon r5,2.2,8,256GB SSD,0,256,0,0,0, radeon r5,3,2.23,24988,7271508
10,3,14,0,1,0,1920,1080,1, geforce 940mx,2.7,8,256GB SSD,0,256,0,0,3, geforce 940mx,3,1.87,45768,13318488
2,3,15.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,500GB HDD,500,0,0,0,2, hd graphics 500,0,2,11935,3473085
10,3,15.6,0,0,0,1920,1080,0, radeon 530,3.6,12,512GB SSD,0,512,0,0,0, radeon 530,3,2.2,50563,14713833
0,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050 ti,2.5,16,256GB SSD,0,256,0,0,3, geforce gtx 1050 ti,3,2.5,69211,20140401
10,3,15.6,0,0,0,1920,1080,1, uhd graphics 620,1.8,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,2.17,47893,13936863
7,3,15.6,0,1,0,1920,1080,1, geforce 930mx ,2.4,8,1TB HDD,1024,0,0,0,3, geforce 930mx ,3,2.1,38148,11101068
7,3,15.6,0,0,0,1366,768,1, hd graphics 400,1.6,4,500GB HDD,500,0,0,0,2, hd graphics 400,3,2.1,18488,5380008
2,0,11.6,1,0,0,1366,768,1, hd graphics 500,1.1,2,32GB Flash Storage,0,0,32,0,2, hd graphics 500,3,1.1,14652,4263732
0,3,14,0,0,0,1366,768,1, hd graphics 400,1.6,2,32GB Flash Storage,0,0,32,0,2, hd graphics 400,2,1.68,17582,5116362
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.8,16,256GB SSD +  2TB HDD,2048,256,0,0,0, radeon 530,3,2.2,60473,17597643
12,3,13.3,0,1,0,1920,1080,1, hd graphics,1.4,4,32GB Flash Storage,0,0,32,0,2, hd graphics,3,1.35,13586,3953526
4,4,13.3,1,0,0,3200,1800,1, uhd graphics 620,1.8,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.2,74539,21690849
2,3,14,0,0,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,2,58288,16961808
10,0,13.9,1,1,0,3840,2160,1, uhd graphics 620,1.8,16,512GB SSD,0,512,0,0,2, uhd graphics 620,3,1.4,111835,32543985
11,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.5,8,256GB SSD,0,256,0,0,3, geforce gtx 1050,3,2.2,53168,15471888
2,1,17.3,0,0,0,1920,1080,1, geforce gtx1050 ti,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx1050 ti,3,3,80133,23318703
7,3,14,0,0,0,1920,1080,1, hd graphics 620,2.8,8,1TB SSD,0,1024,0,0,2, hd graphics 620,3,1.48,93187,27117417
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 960,2.6,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 960,3,3.31,63723,18543393
4,0,31.6,1,0,0,1366,768,1, hd graphics 615,1,4,128GB SSD,0,128,0,0,2, hd graphics 615,3,1.39,32128,9349248
15,4,13.3,0,0,0,1920,1080,1, hd graphics 620,2.7,16,256GB SSD,0,256,0,0,2, hd graphics 620,3,0.81,87859,25566969
4,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,1TB HDD,1024,0,0,0,2, hd graphics 520,0,2.25,19128,5566248
6,4,12.3,1,0,0,2400,1600,1, hd graphics 615,1.3,16,512GB SSD,0,512,0,0,2, hd graphics 615,2,1.1,117163,34094433
4,3,14,0,0,0,1920,1080,1, hd graphics 520,2,4,128GB SSD,0,128,0,0,2, hd graphics 520,3,1.6,39207,11409237
4,1,17.3,0,1,0,3840,2160,1, geforce gtx 1070,2.8,32,512GB SSD +  1TB HDD,1024,512,0,0,3, geforce gtx 1070,3,4.42,167692,48798372
2,3,15.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,128GB SSD,0,128,0,0,2, hd graphics 500,3,1.86,22324,6496284
7,3,15.6,0,1,0,1366,768,1, uhd graphics 620,1.8,8,1TB HDD,1024,0,0,0,2, uhd graphics 620,3,2.1,48059,13985169
4,3,14,0,0,0,1366,768,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.6,60031,17469021
4,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.6,4,500GB HDD,500,0,0,0,2, hd graphics 620,0,1.93,46300,13473300
4,1,15.6,0,0,0,1920,1080,1, geforce gtx 1060,2.5,16,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1060,3,3.21,109277,31799607
15,3,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,16,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.5,90523,26342193
4,4,13.3,0,0,0,1920,1080,1, uhd graphics 620,1.8,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.2,84129,24481539
7,5,17.3,0,1,0,1920,1080,1, quadro m2000m,2.9,16,256GB SSD,0,256,0,0,3, quadro m2000m,3,3,233846,68049186
4,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050,3,2.62,58555,17039505
0,3,15.6,0,0,0,1366,768,0, radeon rx 540,2.7,8,256GB SSD,0,256,0,0,0, radeon rx 540,3,2.2,35112,10217592
7,3,17.3,0,1,0,1920,1080,1, radeon r5 520,2,4,256GB SSD,0,256,0,0,0, radeon r5 520,3,2.5,37243,10837713
10,3,17.3,0,0,0,1920,1080,1, hd graphics 520,2,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,2.8,28185,8201835
4,3,14,0,0,0,1920,1080,1, hd graphics 520,2.4,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.56,65481,19054971
4,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.9,50350,14651850
10,2,11.6,1,0,0,1366,768,1, hd graphics 400,1.6,4,128GB SSD,0,128,0,0,2, hd graphics 400,3,1.4,25308,7364628
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1060,2.8,8,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1060,3,3.2,74539,21690849
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050 ti,2.8,16,256GB SSD +  2TB HDD,2048,256,0,0,3, geforce gtx 1050 ti,3,2.4,60153,17504523
7,4,13.3,0,1,0,3200,1800,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.34,61006,17752746
10,4,24,0,0,0,2560,1440,1, hd graphics 620,2.7,24,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.32,126913,36931683
10,3,15.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,500GB HDD,500,0,0,0,2, hd graphics 500,3,2.2,22324,6496284
4,4,13.3,1,0,0,3200,1800,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.23,99580,28977780
10,0,13.3,1,1,0,1920,1080,1, uhd graphics 620,1.8,8,512GB SSD,0,512,0,0,2, uhd graphics 620,3,1.19,79867,23241297
10,3,14,0,0,0,1366,768,1, hd graphics 400,1.6,2,32GB Flash Storage,0,0,32,0,2, hd graphics 400,3,1.42,13267,3860697
10,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2.3,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,2.2,28505,8294955
7,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2.4,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.84,101232,29458512
2,0,15.6,1,0,0,1920,1080,1, geforce 940mx,2.7,12,2TB HDD,2048,0,0,0,3, geforce 940mx,3,2.3,44702,13008282
4,1,15.6,0,0,0,1920,1080,1, geforce gtx 1070,2.9,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,3.49,149917,43625847
7,3,14,0,0,0,1366,768,1, hd graphics 400,1.6,2,32GB Flash Storage,0,0,32,0,2, hd graphics 400,3,1.44,14865,4325715
2,3,15.6,0,0,0,1366,768,1, hd graphics 505,1.1,4,1TB HDD,1024,0,0,0,2, hd graphics 505,3,2,23923,6961593
7,0,11.6,1,0,0,1366,768,1, hd graphics 505,1.1,4,256GB SSD,0,256,0,0,2, hd graphics 505,3,1.45,41292,12015972
2,3,15.6,0,0,0,1366,768,1, geforce gtx 950m,2.3,4,1TB HDD,1024,0,0,0,3, geforce gtx 950m,0,2.45,30849,8977059
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,3,62231,18109221
2,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,2.37,58555,17039505
7,3,15.6,0,0,0,1366,768,1, radeon 520,2.5,4,500GB HDD,500,0,0,0,0, radeon 520,3,1.86,32640,9498240
10,0,13.3,1,1,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.37,93635,27247785
7,0,13.3,1,0,0,1920,1080,1, hd graphics 620,2.5,4,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.28,95851,27892641
4,3,15.6,0,0,0,1366,768,1, radeon r5 m430,2,4,1TB HDD,1024,0,0,0,0, radeon r5 m430,3,2.2,29073,8460243
7,3,15.6,0,0,0,1920,1080,1, radeon r5 m430,2,6,1TB HDD,1024,0,0,0,0, radeon r5 m430,3,2.04,28718,8356938
4,4,13.3,0,0,0,3200,1800,1, hd graphics 520,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.3,67559,19659669
10,3,15.6,0,0,0,3840,2160,1, quadro m2000m,2.7,16,512GB SSD,0,512,0,0,3, quadro m2000m,3,2.5,126274,36745734
2,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.7,4,256GB SSD,0,256,0,0,2, hd graphics 620,3,2.37,45283,13177353
4,1,17.3,0,1,0,1920,1080,1, geforce gtx 1070,2.8,16,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1070,3,4.42,160520,46711320
10,3,14,0,1,0,1920,1080,1, geforce 920mx,2.5,8,256GB SSD,0,256,0,0,3, geforce 920mx,3,1.87,45665,13288515
7,0,13.3,1,0,0,1920,1080,1, hd graphics 620,2.8,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.28,136344,39676104
7,3,17.3,0,1,0,1920,1080,0, radeon r7 m440,2.4,6,2TB HDD,2048,0,0,0,0, radeon r7 m440,3,2.65,30316,8821956
7,4,15.6,0,0,0,1920,1080,1, hd graphics 620,2.7,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.84,74006,21535746
4,4,13.3,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.29,79867,23241297
4,3,15.6,1,0,0,3840,2160,1, geforce gtx 1050,2.8,16,1TB SSD,0,1024,0,0,3, geforce gtx 1050,3,2.06,127819,37195329
10,0,13.3,1,1,0,3200,1800,1, hd graphics 540,1.8,8,256GB SSD,0,256,0,0,2, hd graphics 540,3,1.3,63883,18589953
11,1,17.3,0,0,0,1920,1080,1, geforce gtx 1060,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1060,3,2.7,79215,23051565
0,0,11.6,1,1,0,1366,768,1, hd graphics 400,1.6,4,32GB Flash Storage,0,0,32,0,2, hd graphics 400,2,1.25,20726,6031266
0,3,14,0,1,0,1920,1080,1, hd graphics 620,2.4,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.8,33886,9860826
10,3,15.6,0,0,0,1366,768,1, hd graphics 510,1.6,4,500GB HDD,500,0,0,0,2, hd graphics 510,3,2.1,16943,4930413
4,3,15.6,0,0,0,1366,768,1, radeon r5 m420x,2,4,1TB HDD,1024,0,0,0,0, radeon r5 m420x,0,2.18,24280,7065480
4,3,13.3,1,0,0,1920,1080,1, hd graphics 520,2.3,8,1TB HDD,1024,0,0,0,2, hd graphics 520,3,1.62,34579,10062489
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1060,2.6,16,512GB SSD +  1TB HDD,1024,512,0,0,3, geforce gtx 1060,3,2.73,95851,27892641
16,3,15.6,0,1,0,1920,1080,1, hd graphics 620,2.5,8,500GB HDD,500,0,0,0,2, hd graphics 620,3,2,45821,13333911
4,3,15.6,1,0,0,3840,2160,1, geforce gtx 1050,2.5,8,256GB SSD,0,256,0,0,3, geforce gtx 1050,3,2.06,93187,27117417
7,3,15.6,0,1,0,1920,1080,1, geforce gtx 1050,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.2,58555,17039505
14,1,14,0,0,0,1920,1080,1, geforce gtx 1060,2.8,16,512GB SSD,0,512,0,0,3, geforce gtx 1060,3,1.95,154459,44947569
11,1,15.6,0,0,0,1920,1080,1, geforce gtx 1070,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,2.94,120832,35162112
16,3,13.3,0,0,0,1920,1080,1, hd graphics 520,2.4,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.2,81785,23799435
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050m,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050m,3,2.5,59088,17194608
0,3,14,0,0,0,1366,768,1, hd graphics 510,1.6,4,32GB Flash Storage,0,0,32,0,2, hd graphics 510,2,1.45,19980,5814180
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1050,2.5,12,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.2,72988,21239508
2,3,15.6,0,0,0,1920,1080,1, hd graphics 505,1.1,8,128GB SSD,0,128,0,0,2, hd graphics 505,3,2,31004,9022164
7,5,15.6,0,0,0,1920,1080,1, quadro m1000m,2.6,8,256GB SSD,0,256,0,0,3, quadro m1000m,3,2.59,83170,24202470
4,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.6,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.9,62817,18279747
10,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2,4,1TB HDD,1024,0,0,0,2, hd graphics 520,3,2.2,24988,7271508
10,4,12.5,0,1,0,1920,1080,1, hd graphics 620,2.6,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.36,93773,27287943
10,3,14,0,0,0,1920,1080,1, hd graphics 620,2.5,4,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.7,37243,10837713
7,3,17,0,0,0,1600,900,0, radeon r5,3,8,1TB HDD,1024,0,0,0,0, radeon r5,3,2.6,27754,8076414
0,2,11.6,0,1,0,1366,768,1, hd graphics 400,1.6,4,32GB Flash Storage,0,0,32,0,2, hd graphics 400,2,1.25,15824,4604784
4,1,17.3,0,1,0,1920,1080,1, geforce gtx 1070,2.8,32,512GB SSD +  1TB HDD,1024,512,0,0,3, geforce gtx 1070,3,4.42,163724,47643684
10,3,15.6,0,1,0,1920,1080,1, hd graphics 620,2.5,8,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.3,45323,13188993
10,3,15.6,0,0,0,1366,768,0, radeon r4,2,4,500GB HDD,500,0,0,0,0, radeon r4,3,2.19,15877,4620207
4,1,17.3,0,1,0,1920,1080,1, geforce gtx 1070m,2.8,32,1TB SSD +  1TB HDD,1024,1024,0,0,3, geforce gtx 1070m,3,4.42,191211,55642401
7,5,17.3,0,0,0,1920,1080,1, quadro m1200,2.8,8,500GB HDD,500,0,0,0,3, quadro m1200,3,3.14,101658,29582478
0,3,15.6,0,0,0,1920,1080,1, geforce gtx 950m,2.5,12,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 950m,3,2.4,53760,15644160
2,1,17.3,0,1,0,1920,1080,1, geforce gtx 1070,2.6,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,4.3,125208,36435528
4,1,15.6,0,1,0,3840,2160,1, geforce gtx 1070,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,4.42,152860,44482260
4,2,11.6,0,0,0,1366,768,1, hd graphics 505,1.1,4,128GB SSD,0,128,0,0,2, hd graphics 505,3,1.63,39640,11535240
7,3,15.6,0,0,0,1920,1080,1, radeon r7 m465,2.6,8,256GB SSD,0,256,0,0,0, radeon r7 m465,3,1.84,71875,20915625
7,3,17.3,0,0,0,1600,900,1, geforce 930mx,2.5,8,1TB HDD,1024,0,0,0,3, geforce 930mx,3,2.63,48485,14109135
16,4,12.5,1,0,0,1920,1080,1, hd graphics 620,2.7,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.1,95371,27752961
10,4,14,0,1,0,1920,1080,1, hd graphics 620,2.7,16,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.14,130536,37985976
7,2,12.5,0,0,0,1366,768,1, hd graphics 620,2.6,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.26,74006,21535746
0,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.5,4,256GB SSD,0,256,0,0,2, hd graphics 620,3,2.1,31915,9287265
16,3,13.3,0,0,0,1920,1080,1, hd graphics 620,2.5,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.05,68465,19923315
7,3,15.6,0,0,0,1366,768,1, geforce 930mx,2.5,8,1TB HDD,1024,0,0,0,3, geforce 930mx,3,2.04,45102,13124682
16,4,14,0,1,0,1920,1080,1, geforce 930m,2.6,16,512GB SSD,0,512,0,0,3, geforce 930m,3,1.47,93986,27349926
16,3,15.6,0,0,0,1366,768,1, hd graphics 520,2.3,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,2.1,41558,12093378
10,3,17.3,0,0,0,1600,900,0, radeon r3,2.2,4,500GB HDD,500,0,0,0,0, radeon r3,3,2.8,20193,5876163
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050,2.5,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050,3,2.5,54186,15768126
4,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.5,8,128GB SSD,0,128,0,0,2, hd graphics 620,3,2.18,38041,11069931
12,3,14,0,1,0,1920,1200,1, hd graphics 400,1.9,4,32GB HDD,32,0,0,0,2, hd graphics 400,3,1.4,14119,4108629
10,3,15.6,0,0,0,1366,768,1, hd graphics 405,1.6,8,1TB HDD,1024,0,0,0,2, hd graphics 405,3,2.2,17529,5100939
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.5,55837,16248567
4,4,13.3,1,0,0,3200,1800,1, iris plus graphics 640,2.5,16,512GB SSD,0,512,0,0,2, iris plus graphics 640,3,1.29,119347,34729977
4,3,15.6,0,0,0,1366,768,1, radeon r5 m430,2,4,1TB HDD,1024,0,0,0,0, radeon r5 m430,0,2.25,24808,7219128
7,4,14,0,0,0,1920,1080,1, hd graphics 520,2.5,8,512GB SSD,0,512,0,0,2, hd graphics 520,3,1.54,99634,28993494
7,3,14,0,0,0,1920,1080,1, hd graphics 620,2.5,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.95,67399,19613109
10,4,14,0,0,0,1920,1080,1, hd graphics 620,2.7,16,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.7,122491,35644881
10,0,14,1,0,0,2560,1440,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.42,137995,40156545
7,3,17.3,0,0,0,1920,1080,1, geforce 930mx,2.7,8,256GB SSD,0,256,0,0,3, geforce 930mx,3,2.63,63936,18605376
11,1,14,0,1,0,1920,1080,1, geforce gtx 1060,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1060,3,1.6,100752,29318832
4,4,12.5,0,0,0,1920,1080,1, hd graphics 620,2.8,16,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.18,99048,28822968
7,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2.3,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,2.07,48485,14109135
4,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.5,4,500GB HDD,500,0,0,0,2, hd graphics 620,3,1.9,43956,12791196
10,4,14,0,1,0,2560,1440,1, hd graphics 520,2.5,64,512GB SSD,0,512,0,0,2, hd graphics 520,3,1.17,89864,26150424
11,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.2,58022,16884402
4,3,15.6,0,0,0,1920,1080,1, radeon r5 m420,2.7,4,256GB SSD,0,256,0,0,0, radeon r5 m420,3,2.18,39374,11457834
7,0,13.3,1,0,0,3200,1800,1, hd graphics 620,2.7,16,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.42,74539,21690849
16,4,13.3,0,0,0,1366,768,1, hd graphics 520,2.3,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.2,58342,16977522
7,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.4,4,500GB HDD,500,0,0,0,2, hd graphics 620,3,2.04,36497,10620627
11,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.2,63883,18589953
